Job title,Company,Experience,Location,Salary,Salary (L),min Salary (L),max Salary (L),avg salary (L),Experience (yrs),min Experience (yrs),max Experience (yrs),avg Experience (yrs)
Data Analyst,Elite Wealth Advisors,3-5 Yrs,Gurugram,2-7 Lacs PA,2-7 ,2.0,7.0,4.5,3-5 ,3,5,4.0
Data Analyst,Stratawiz Technologies Ltd,1-2 Yrs,Pune,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,1-2 ,1,2,1.5
Data Analyst,Jabsons Foods,1-3 Yrs,Misc,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,1-3 ,1,3,2.0
Data Analyst,Search Advisers Services Guj,2-4 Yrs,Gurugram,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,2-4 ,2,4,3.0
Data Scientist,Value Innovation,10-20 Yrs,Bangalore,35 Lacs PA,35 ,35.0,35.0,35.0,10-20 ,10,20,15.0
Data Scientist,Coforge,4-9 Yrs,Bangalore,15-30 Lacs PA (Including Variable: 7.5%),15-30  ,15.0,30.0,22.5,4-9 ,4,9,6.5
Data Scientist,Tata Consultancy Services (TCS),3-8 Yrs,Maharashtra,3-7 Lacs PA,3-7 ,3.0,7.0,5.0,3-8 ,3,8,5.5
data engineer,Bean Hr Consulting,9-13 Yrs,Maharashtra,25-35 Lacs PA,25-35 ,25.0,35.0,30.0,9-13 ,9,13,11.0
data engineer,The Offer Story,8-13 Yrs,Pune,40-50 Lacs PA,40-50 ,40.0,50.0,45.0,8-13 ,8,13,10.5
data engineer,Apidel Technologies,8-10 Yrs,Gurugram,11-16 Lacs PA,11-16 ,11.0,16.0,13.5,8-10 ,8,10,9.0
data engineer,Link Talent Management Services,8-13 Yrs,Hybrid,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,8-13 ,8,13,10.5
data engineer,Boyen Haddin,4-8 Yrs,remote,50000-2 Lacs PA,0.5-2 ,0.5,2.0,1.25,4-8 ,4,8,6.0
data engineer,Evoke HR,3-8 Yrs,Bangalore,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,3-8 ,3,8,5.5
data engineer,Mascot E-services,3-6 Yrs,Bangalore,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,3-6 ,3,6,4.5
data engineer,Tekskills India,4-9 Yrs,Bangalore,15-20 Lacs PA,15-20 ,15.0,20.0,17.5,4-9 ,4,9,6.5
data engineer,UprightHC Solutions,4-8 Yrs,Bangalore,8-12 Lacs PA,8-12 ,8.0,12.0,10.0,4-8 ,4,8,6.0
data engineer,Krazy Mantra,5-9 Yrs,Bangalore,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,5-9 ,5,9,7.0
Data Scientist,Hissar IT,3-7 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,3-7 ,3,7,5.0
na,Brainsearch Consulting,4-7 Yrs,Bangalore,20-30 Lacs PA,20-30 ,20.0,30.0,25.0,4-7 ,4,7,5.5
data engineer,Adecco Group,4-8 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-8 ,4,8,6.0
data engineer,Vanshria Holdings And Ventures,5-10 Yrs,Bangalore,27.5-32.5 Lacs PA,27.5-32.5 ,27.5,32.5,30.0,5-10 ,5,10,7.5
data engineer,Infinityquest It Services,4-9 Yrs,Bangalore,20-30 Lacs PA,20-30 ,20.0,30.0,25.0,4-9 ,4,9,6.5
Data Scientist,Industrial Personnel Network,3-7 Yrs,Gurugram,14-24 Lacs PA,14-24 ,14.0,24.0,19.0,3-7 ,3,7,5.0
data engineer,Krazy Mantra,4-9 Yrs,Bangalore,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,4-9 ,4,9,6.5
data engineer,Krazy Mantra,5-10 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-10 ,5,10,7.5
Data Scientist,We Remote Devs Pvt Ltd.,5-8 Yrs,Gurugram,30-40 Lacs PA,30-40 ,30.0,40.0,35.0,5-8 ,5,8,6.5
data engineer,Kiash Solution Llp,3-8 Yrs,Bangalore,20-27.5 Lacs PA,20-27.5 ,20.0,27.5,23.75,3-8 ,3,8,5.5
data engineer,NR Consulting,5-8 Yrs,Bangalore,9-12 Lacs PA,9-12 ,9.0,12.0,10.5,5-8 ,5,8,6.5
data engineer,Thakral One,4-9 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-9 ,4,9,6.5
data engineer,Happiest Minds Technologies,6-11 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,6-11 ,6,11,8.5
data engineer,Gpmbs Advisory Services,6-8 Yrs,remote,1.5-1.75 Lacs PA,1.5-1.75 ,1.5,1.75,1.625,6-8 ,6,8,7.0
data engineer,Beesolver Technology,2-6 Yrs,chandigarh,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,2-6 ,2,6,4.0
data engineer,fifthnote,3-5 Yrs,remote,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,3-5 ,3,5,4.0
data engineer,Argus India Price Reporting Services,1-5 Yrs,Maharashtra,2-7 Lacs PA,2-7 ,2.0,7.0,4.5,1-5 ,1,5,3.0
data engineer,Suneratech,6-9 Yrs,hyderabad,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,6-9 ,6,9,7.5
data engineer,Samridhi,10-15 Yrs,Kolkata,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,10-15 ,10,15,12.5
data engineer,Samridhi,10-15 Yrs,Kolkata,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,10-15 ,10,15,12.5
data engineer,Softobiz,5-10 Yrs,hyderabad,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,5-10 ,5,10,7.5
data engineer,Vacancieshub Hrm Solutions,4-9 Yrs,Kerala,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,4-9 ,4,9,6.5
data engineer,Arminus Software,5-8 Yrs,Hybrid,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-8 ,5,8,6.5
data engineer,NRS Software Global,3-5 Yrs,remote,8.5-15 Lacs PA,8.5-15 ,8.5,15.0,11.75,3-5 ,3,5,4.0
data engineer,Resourcemojo,3-7 Yrs,remote,12-15 Lacs PA,12-15 ,12.0,15.0,13.5,3-7 ,3,7,5.0
Data Analyst,ATS,3-8 Yrs,remote,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,3-8 ,3,8,5.5
Data Analyst,Husk Power Systems,4-6 Yrs,Misc,5-6 Lacs PA,5-6 ,5.0,6.0,5.5,4-6 ,4,6,5.0
Data Analyst,D2K Technologies,1-3 Yrs,Maharashtra,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,1-3 ,1,3,2.0
Data Analyst,Genesis Hr Services,3-8 Yrs,Maharashtra,6-12 Lacs PA,6-12 ,6.0,12.0,9.0,3-8 ,3,8,5.5
Data Analyst,Keyur Kitchenware,3-7 Yrs,Misc,3-4 Lacs PA,3-4 ,3.0,4.0,3.5,3-7 ,3,7,5.0
Data Analyst,GSA Industries Patiala,1-3 Yrs,Misc,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,1-3 ,1,3,2.0
Data Analyst,Skilfil Consultants,5-10 Yrs,Hybrid,12-20 Lacs PA,12-20 ,12.0,20.0,16.0,5-10 ,5,10,7.5
Data Analyst,Bloom Talents,1-6 Yrs,Gurugram,3-5 Lacs PA,3-5 ,3.0,5.0,4.0,1-6 ,1,6,3.5
Data Analyst,Venus Consultancy,2-5 Yrs,Gujrat,4-8 Lacs PA,4-8 ,4.0,8.0,6.0,2-5 ,2,5,3.5
ML Engineer,Tech Mahindra,6-10 Yrs,Pune,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,6-10 ,6,10,8.0
Data Scientist,HCLTech,5-10 Yrs,hyderabad,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-10 ,5,10,7.5
Lead,Hexaware Technologies,9-12 Yrs,Hybrid,18-30 Lacs PA,18-30 ,18.0,30.0,24.0,9-12 ,9,12,10.5
data engineer,Link Talent Management Services,12-16 Yrs,Pune,25-40 Lacs PA,25-40 ,25.0,40.0,32.5,12-16 ,12,16,14.0
data engineer,Boyen Haddin,8-12 Yrs,remote,50000-2 Lacs PA,0.5-2 ,0.5,2.0,1.25,8-12 ,8,12,10.0
data engineer,Sriyam Consultants,3-8 Yrs,Bangalore,9-19 Lacs PA,9-19 ,9.0,19.0,14.0,3-8 ,3,8,5.5
data engineer,Future Focus Infotech,4-9 Yrs,Maharashtra,5-14 Lacs PA,5-14 ,5.0,14.0,9.5,4-9 ,4,9,6.5
data engineer,Kiash Solution Llp,2-7 Yrs,Bangalore,20-25 Lacs PA,20-25 ,20.0,25.0,22.5,2-7 ,2,7,4.5
data engineer,Seven Consultancy,15-20 Yrs,remote,45-60 Lacs PA,45-60 ,45.0,60.0,52.5,15-20 ,15,20,17.5
na,Shreyan It Solutions,2-6 Yrs,Bangalore,3-6 Lacs PA,3-6 ,3.0,6.0,4.5,2-6 ,2,6,4.0
data engineer,Altvu,5-10 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-10 ,5,10,7.5
data engineer,Altvu,5-10 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-10 ,5,10,7.5
data engineer,Newpage Hr Solutions Llp,5-10 Yrs,Gurugram,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-10 ,5,10,7.5
data engineer,Stap Management Consultants,3-8 Yrs,Gurugram,8-12 Lacs PA,8-12 ,8.0,12.0,10.0,3-8 ,3,8,5.5
data engineer,mphrX,2-5 Yrs,Gurugram,7-14 Lacs PA,7-14 ,7.0,14.0,10.5,2-5 ,2,5,3.5
data engineer,Manek Consulting,1-6 Yrs,Maharashtra,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,1-6 ,1,6,3.5
data engineer,Fifthgen Tech Solution,5-9 Yrs,Maharashtra,3.25-8 Lacs PA,3.25-8 ,3.25,8.0,5.625,5-9 ,5,9,7.0
data engineer,Premium,1-4 Yrs,Maharashtra,6-15 Lacs PA,6-15 ,6.0,15.0,10.5,1-4 ,1,4,2.5
data engineer,Staffbee Solutions Inc,6-11 Yrs,remote,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,6-11 ,6,11,8.5
data engineer,Sriyam Consultants,5-9 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-9 ,5,9,7.0
Data Scientist,Imcs Tech (p) Ltd,5-8 Yrs,Chennai,10-16 Lacs PA,10-16 ,10.0,16.0,13.0,5-8 ,5,8,6.5
data engineer,Niveus Solution,3-7 Yrs,Hybrid,6-16 Lacs PA,6-16 ,6.0,16.0,11.0,3-7 ,3,7,5.0
data engineer,Neyvin Technologies (opc),3-8 Yrs,hyderabad,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,3-8 ,3,8,5.5
data engineer,Freelancer Murali Mohan Kanupuri,1-5 Yrs,hyderabad,5-8 Lacs PA,5-8 ,5.0,8.0,6.5,1-5 ,1,5,3.0
na,Kiash Solution Llp,4-9 Yrs,remote,20-30 Lacs PA,20-30 ,20.0,30.0,25.0,4-9 ,4,9,6.5
data engineer,Manpowergroup Services India,4-6 Yrs,remote,20-22.5 Lacs PA,20-22.5 ,20.0,22.5,21.25,4-6 ,4,6,5.0
data engineer,Artech,3-8 Yrs,Hybrid,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,3-8 ,3,8,5.5
data engineer,Multi Recruit,2-4 Yrs,Maharashtra,10-16 Lacs PA,10-16 ,10.0,16.0,13.0,2-4 ,2,4,3.0
data engineer,Vaco Enterprise Llp,3-7 Yrs,hyderabad,4-7 Lacs PA,4-7 ,4.0,7.0,5.5,3-7 ,3,7,5.0
data engineer,Callesto,5-7 Yrs,remote,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-7 ,5,7,6.0
Data Analyst,Aspyra Hr Services,3-7 Yrs,Gurugram,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,3-7 ,3,7,5.0
data engineer,GUVI Geek Network Pvt Ltd,1-3 Yrs,Hybrid,4-6 Lacs PA,4-6 ,4.0,6.0,5.0,1-3 ,1,3,2.0
data engineer,ACI Global Business Services,5-10 Yrs,remote,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,5-10 ,5,10,7.5
ML Engineer,RK Hr Management,10-15 Yrs,Gujrat,30-35 Lacs PA,30-35 ,30.0,35.0,32.5,10-15 ,10,15,12.5
Data Analyst,NRV Designx,1-5 Yrs,Gurugram,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,1-5 ,1,5,3.0
data engineer,Freelancer Murali Mohan Kanupuri,2-5 Yrs,hyderabad,3.5-5 Lacs PA,3.5-5 ,3.5,5.0,4.25,2-5 ,2,5,3.5
na,Evoke HR,7-10 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,7-10 ,7,10,8.5
na,Evoke HR,6-11 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,6-11 ,6,11,8.5
data engineer,DataBuzz Ltd,12-22 Yrs,hyderabad,32.5-47.5 Lacs PA,32.5-47.5 ,32.5,47.5,40.0,12-22 ,12,22,17.0
data engineer,Crescendo Global Leadership Hiring India,7-12 Yrs,Gurugram,15-27.5 Lacs PA,15-27.5 ,15.0,27.5,21.25,7-12 ,7,12,9.5
data engineer,DYR Consulting,6-11 Yrs,Maharashtra,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,6-11 ,6,11,8.5
Data Scientist,Bharathire.com,6-11 Yrs,Chennai,30-45 Lacs PA,30-45 ,30.0,45.0,37.5,6-11 ,6,11,8.5
data engineer,Excelra,5-10 Yrs,remote,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-10 ,5,10,7.5
data engineer,Bloomerise Placements (opc),4-9 Yrs,Gurugram,10-16 Lacs PA,10-16 ,10.0,16.0,13.0,4-9 ,4,9,6.5
data engineer,Krazy Mantra,7-10 Yrs,Misc,10-17 Lacs PA,10-17 ,10.0,17.0,13.5,7-10 ,7,10,8.5
data engineer,Bwise Solutions,3-7 Yrs,remote,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,3-7 ,3,7,5.0
data engineer,Futran Tech Solutions,5-10 Yrs,Pune,8.5-18.5 Lacs PA,8.5-18.5 ,8.5,18.5,13.5,5-10 ,5,10,7.5
data engineer,Sysvine Technologies,2-7 Yrs,Hybrid,7-15 Lacs PA,7-15 ,7.0,15.0,11.0,2-7 ,2,7,4.5
data engineer,Seventh Contact Hiring Solutions,4-7 Yrs,Maharashtra,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-7 ,4,7,5.5
data engineer,VRS Advisory Services,2-7 Yrs,Kerala,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,2-7 ,2,7,4.5
data engineer,NRS Software Global,9-11 Yrs,remote,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,9-11 ,9,11,10.0
ML Engineer,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),10-15 Yrs,hyderabad,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,10-15 ,10,15,12.5
Data Scientist,Xebia It Architects,12-18 Yrs,Bangalore,25-40 Lacs PA,25-40 ,25.0,40.0,32.5,12-18 ,12,18,15.0
Data Scientist,Inventech Info Solutions,2-6 Yrs,Bangalore,6.5-16.5 Lacs PA,6.5-16.5 ,6.5,16.5,11.5,2-6 ,2,6,4.0
Data Scientist,Maven Wave Partners,10-19 Yrs,Bangalore,25-40 Lacs PA,25-40 ,25.0,40.0,32.5,10-19 ,10,19,14.5
Data Scientist,Silverlink Technologies,4-9 Yrs,Bangalore,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,4-9 ,4,9,6.5
na,Krazy Mantra,6-10 Yrs,Bangalore,9-19 Lacs PA,9-19 ,9.0,19.0,14.0,6-10 ,6,10,8.0
Data Scientist,Vanshria Holdings And Ventures,15-22 Yrs,Bangalore,40-45 Lacs PA,40-45 ,40.0,45.0,42.5,15-22 ,15,22,18.5
na,NR Consulting,4-6 Yrs,Bangalore,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,4-6 ,4,6,5.0
Data Analyst,Creative Hands HR,8-12 Yrs,Bangalore,20-25 Lacs PA,20-25 ,20.0,25.0,22.5,8-12 ,8,12,10.0
data engineer,Lance Labs,6-11 Yrs,Uttar pradesh,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,6-11 ,6,11,8.5
data engineer,Asky Services Llp,3-8 Yrs,Maharashtra,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,3-8 ,3,8,5.5
data engineer,OnProcess,5-10 Yrs,remote,5.5-15 Lacs PA,5.5-15 ,5.5,15.0,10.25,5-10 ,5,10,7.5
data engineer,Esoftlabs,5-10 Yrs,hyderabad,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,5-10 ,5,10,7.5
data engineer,Mijas Consultants,8-13 Yrs,Gurugram,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,8-13 ,8,13,10.5
data engineer,IDW Team,5-5 Yrs,remote,13-15 Lacs PA,13-15 ,13.0,15.0,14.0,5-5 ,5,5,5.0
data engineer,Krazy Mantra,10-18 Yrs,remote,40-55 Lacs PA,40-55 ,40.0,55.0,47.5,10-18 ,10,18,14.0
data engineer,Eclinicalworks,1-5 Yrs,Gujrat,4.5-8 Lacs PA,4.5-8 ,4.5,8.0,6.25,1-5 ,1,5,3.0
data engineer,Multi Recruit,2-5 Yrs,hyderabad,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,2-5 ,2,5,3.5
data engineer,Wtw Global Delivery And Solutions,3-8 Yrs,Maharashtra,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,3-8 ,3,8,5.5
data engineer,Motivity Labs,5-10 Yrs,hyderabad,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,5-10 ,5,10,7.5
data engineer,Client of Techq Learning Solutions,3-6 Yrs,hyderabad,22.5-25 Lacs PA,22.5-25 ,22.5,25.0,23.75,3-6 ,3,6,4.5
na,300 Plus Consultant,8-11 Yrs,Gurugram,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,8-11 ,8,11,9.5
ML Engineer,Fargowiz Software Services Private Limited,5-10 Yrs,remote,20-27.5 Lacs PA,20-27.5 ,20.0,27.5,23.75,5-10 ,5,10,7.5
na,Wize Careers Consultants,4-9 Yrs,Bangalore,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,4-9 ,4,9,6.5
ML Engineer,Kanta Hr Executive,2-5 Yrs,Bangalore,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,2-5 ,2,5,3.5
python developer,DYR Consulting,3-8 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,3-8 ,3,8,5.5
Data Scientist,Altvu,5-10 Yrs,Bangalore,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,5-10 ,5,10,7.5
ML Engineer,Uberlife Consulting,5-10 Yrs,Maharashtra,25-27.5 Lacs PA,25-27.5 ,25.0,27.5,26.25,5-10 ,5,10,7.5
data engineer,Vremember Technologies,5-7 Yrs,Maharashtra,8-16 Lacs PA,8-16 ,8.0,16.0,12.0,5-7 ,5,7,6.0
data engineer,Micropoint Computers,3-4 Yrs,Maharashtra,3.5-4 Lacs PA,3.5-4 ,3.5,4.0,3.75,3-4 ,3,4,3.5
data engineer,Qty Staffing,10-17 Yrs,Gurugram,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,10-17 ,10,17,13.5
Data Scientist,DataBuzz Ltd,5-10 Yrs,hyderabad,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,5-10 ,5,10,7.5
Data Analyst,Mango Financial Advisors Llp,0-2 Yrs,Bangalore,10-14 Lacs PA,10-14 ,10.0,14.0,12.0,0-2 ,0,2,1.0
na,Holborn Wells India,2-7 Yrs,Gurugram,5.5-15.5 Lacs PA,5.5-15.5 ,5.5,15.5,10.5,2-7 ,2,7,4.5
na,Pdrc Corporation,1-3 Yrs,remote,1.5-3.25 Lacs PA,1.5-3.25 ,1.5,3.25,2.375,1-3 ,1,3,2.0
ML Engineer,Aedifico Skill Innovation,2-7 Yrs,Uttar pradesh,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,2-7 ,2,7,4.5
na,Independent Consultants,10-20 Yrs,remote,14-16 Lacs PA,14-16 ,14.0,16.0,15.0,10-20 ,10,20,15.0
Lead,Sravathi Advance Process Technologies,5-10 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,5-10 ,5,10,7.5
Data Scientist,Campus Marg,5-10 Yrs,Maharashtra,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,5-10 ,5,10,7.5
Data Scientist,Latinum Hr Solutions,4-9 Yrs,Pune,11-19 Lacs PA,11-19 ,11.0,19.0,15.0,4-9 ,4,9,6.5
Data Scientist,Latinum Hr Solutions,5-10 Yrs,Pune,6-16 Lacs PA,6-16 ,6.0,16.0,11.0,5-10 ,5,10,7.5
Data Scientist,Latinum Hr Solutions,4-9 Yrs,Pune,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-9 ,4,9,6.5
Data Analyst,Werize,0-2 Yrs,Bangalore,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,0-2 ,0,2,1.0
na,Amor Management Consultants,2-7 Yrs,Bangalore,15-22.5 Lacs PA,15-22.5 ,15.0,22.5,18.75,2-7 ,2,7,4.5
Data Analyst,Wipro,5-7 Yrs,Bangalore,8-14 Lacs PA,8-14 ,8.0,14.0,11.0,5-7 ,5,7,6.0
Data Analyst,Tata Consultancy Services (TCS),3-8 Yrs,Bangalore,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,3-8 ,3,8,5.5
Data Analyst,Tata Consultancy Services (TCS),3-8 Yrs,Bangalore,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,3-8 ,3,8,5.5
Data Analyst,Aon,6-9 Yrs,Bangalore,25-27.5 Lacs PA,25-27.5 ,25.0,27.5,26.25,6-9 ,6,9,7.5
Data Analyst,Kabalikrut Group,0-3 Yrs,chandigarh,2-3 Lacs PA,2-3 ,2.0,3.0,2.5,0-3 ,0,3,1.5
Data Analyst,EY,1-4 Yrs,Bangalore,2-5 Lacs PA,2-5 ,2.0,5.0,3.5,1-4 ,1,4,2.5
Data Analyst,Finlander Capital Consulatancy (p) Ltd,0-2 Yrs,Uttar pradesh,2-4 Lacs PA,2-4 ,2.0,4.0,3.0,0-2 ,0,2,1.0
Data Analyst,Alliance Web Solution,0-1 Yrs,Uttar pradesh,1.25-2.25 Lacs PA,1.25-2.25 ,1.25,2.25,1.75,0-1 ,0,1,0.5
Data Analyst,Shri Ramswaroop Digital Technology Pvt Ltd,0-3 Yrs,Uttar pradesh,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,0-3 ,0,3,1.5
Data Analyst,Unified Credit Solutions,0-1 Yrs,Gurugram,3.5-3.75 Lacs PA,3.5-3.75 ,3.5,3.75,3.625,0-1 ,0,1,0.5
Data Analyst,Ehrs Hercolleagues,0-1 Yrs,Gurugram,1.25-3 Lacs PA,1.25-3 ,1.25,3.0,2.125,0-1 ,0,1,0.5
Lead,Hexaware Technologies,5-10 Yrs,Bangalore,25-27.5 Lacs PA,25-27.5 ,25.0,27.5,26.25,5-10 ,5,10,7.5
na,Pharma Placements Inc.,2-7 Yrs,Gurugram,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,2-7 ,2,7,4.5
ML Engineer,Tata Consultancy Services (TCS),3-8 Yrs,Bangalore,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,3-8 ,3,8,5.5
Data Analyst,National Institute for Smart Government (NISG),6-10 Yrs,Gurugram,20-30 Lacs PA,20-30 ,20.0,30.0,25.0,6-10 ,6,10,8.0
Data Analyst,Kone,3-8 Yrs,Chennai,7-9 Lacs PA,7-9 ,7.0,9.0,8.0,3-8 ,3,8,5.5
Lead,Hilabs,5-10 Yrs,Bangalore,30-45 Lacs PA,30-45 ,30.0,45.0,37.5,5-10 ,5,10,7.5
na,CIEL HR,4-7 Yrs,hyderabad,4.5-7 Lacs PA,4.5-7 ,4.5,7.0,5.75,4-7 ,4,7,5.5
ML Engineer,Nexplace Info,4-9 Yrs,Bangalore,20-27.5 Lacs PA,20-27.5 ,20.0,27.5,23.75,4-9 ,4,9,6.5
