Job title,Company,Experience,Location,Salary,Salary (L),min Salary (L),max Salary (L),avg salary (L),Experience (yrs),min Experience (yrs),max Experience (yrs),avg Experience (yrs)
python developer,Inchcape Shipping Services,7-12 Yrs,remote,19-32.5 Lacs PA,19-32.5 ,19.0,32.5,25.75,7-12 ,7,12,9.5
Data Analyst,Umanu,3-5 Yrs,Gujrat,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,3-5 ,3,5,4.0
Data Analyst,Krazy Mantra,5-7 Yrs,Misc,15-20 Lacs PA,15-20 ,15.0,20.0,17.5,5-7 ,5,7,6.0
Data Analyst,Cygnus A D Management Consulting Llp,2-4 Yrs,remote,5.5-14 Lacs PA,5.5-14 ,5.5,14.0,9.75,2-4 ,2,4,3.0
Data Analyst,Aithent,1-3 Yrs,Gurugram,1-5 Lacs PA,1-5 ,1.0,5.0,3.0,1-3 ,1,3,2.0
Data Analyst,MEC Intelligence,1-2 Yrs,Gurugram,5-7 Lacs PA,5-7 ,5.0,7.0,6.0,1-2 ,1,2,1.5
Data Analyst,Mount Talent Consulting Private Limited,6-11 Yrs,Maharashtra,5.5-12 Lacs PA,5.5-12 ,5.5,12.0,8.75,6-11 ,6,11,8.5
Data Analyst,AIS Technolabs,1-3 Yrs,Gujrat,2-5 Lacs PA,2-5 ,2.0,5.0,3.5,1-3 ,1,3,2.0
Data Analyst,Prominent Network Search,1-4 Yrs,Uttar pradesh,4-6 Lacs PA,4-6 ,4.0,6.0,5.0,1-4 ,1,4,2.5
Data Analyst,White Force Outsourcing Pvt Ltd,6-11 Yrs,Gujrat,10-14 Lacs PA,10-14 ,10.0,14.0,12.0,6-11 ,6,11,8.5
Data Analyst,White Force Outsourcing Pvt Ltd,6-11 Yrs,Gujrat,12-16 Lacs PA,12-16 ,12.0,16.0,14.0,6-11 ,6,11,8.5
Data Analyst,Datadynamx Pvt Ltd,1-2 Yrs,Pune,1.75-3.5 Lacs PA,1.75-3.5 ,1.75,3.5,2.625,1-2 ,1,2,1.5
Data Analyst,Place Elements Hr,3-5 Yrs,Kerala,4.5-9.5 Lacs PA,4.5-9.5 ,4.5,9.5,7.0,3-5 ,3,5,4.0
Data Analyst,Rattan Enterprises,5-10 Yrs,remote,13-23 Lacs PA,13-23 ,13.0,23.0,18.0,5-10 ,5,10,7.5
Data Analyst,Rattan Enterprises,5-10 Yrs,remote,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,5-10 ,5,10,7.5
Data Analyst,Dev Solutions,5-10 Yrs,Gurugram,30-45 Lacs PA,30-45 ,30.0,45.0,37.5,5-10 ,5,10,7.5
Data Analyst,Kreate Energy,3-5 Yrs,Gurugram,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,3-5 ,3,5,4.0
Data Analyst,Kreate Energy,3-5 Yrs,Gurugram,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,3-5 ,3,5,4.0
Data Analyst,E Connect Solutions,8-12 Yrs,Misc,8-12 Lacs PA,8-12 ,8.0,12.0,10.0,8-12 ,8,12,10.0
Data Analyst,Selective Global Search,2-4 Yrs,Maharashtra,6-12 Lacs PA,6-12 ,6.0,12.0,9.0,2-4 ,2,4,3.0
Data Analyst,Woxsen University,2-5 Yrs,hyderabad,4-6 Lacs PA,4-6 ,4.0,6.0,5.0,2-5 ,2,5,3.5
Data Analyst,Steersman Talent Acquisition,5-10 Yrs,Uttar pradesh,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,5-10 ,5,10,7.5
Data Analyst,Rupa & Company Ltd,5-8 Yrs,Kolkata,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,5-8 ,5,8,6.5
Data Analyst,Smarthms Solutions,2-4 Yrs,Kerala,5-8 Lacs PA,5-8 ,5.0,8.0,6.5,2-4 ,2,4,3.0
Data Analyst,Luthra Group Company,3-8 Yrs,Gujrat,5-11 Lacs PA,5-11 ,5.0,11.0,8.0,3-8 ,3,8,5.5
Data Analyst,InteleANTS Virtual Workforce Pvt Ltd,5-8 Yrs,Chennai,8-15 Lacs PA,8-15 ,8.0,15.0,11.5,5-8 ,5,8,6.5
Data Analyst,Krazy Mantra,10-14 Yrs,hyderabad,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,10-14 ,10,14,12.0
Data Analyst,Q1 Technologies India,6-11 Yrs,Gurugram,5-8 Lacs PA,5-8 ,5.0,8.0,6.5,6-11 ,6,11,8.5
Data Analyst,Insife India,3-6 Yrs,Uttar pradesh,6-15 Lacs PA,6-15 ,6.0,15.0,10.5,3-6 ,3,6,4.5
Data Analyst,CIEL HR,5-10 Yrs,Misc,7-9 Lacs PA,7-9 ,7.0,9.0,8.0,5-10 ,5,10,7.5
Data Analyst,Spectraforce Technologies (india),5-8 Yrs,hyderabad,7-14 Lacs PA,7-14 ,7.0,14.0,10.5,5-8 ,5,8,6.5
Data Analyst,E Connect Solutions,5-8 Yrs,chandigarh,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,5-8 ,5,8,6.5
Data Analyst,ITSource,5-8 Yrs,Maharashtra,10-14 Lacs PA,10-14 ,10.0,14.0,12.0,5-8 ,5,8,6.5
Data Analyst,Universal Education,5-10 Yrs,Maharashtra,15-18 Lacs PA,15-18 ,15.0,18.0,16.5,5-10 ,5,10,7.5
Data Analyst,Scizers IoT Pvt Ltd.,1-4 Yrs,chandigarh,3-4 Lacs PA,3-4 ,3.0,4.0,3.5,1-4 ,1,4,2.5
Data Analyst,Talent Corner Hr Services,4-6 Yrs,Maharashtra,6-7.5 Lacs PA,6-7.5 ,6.0,7.5,6.75,4-6 ,4,6,5.0
python developer,Coforge,4-9 Yrs,Bangalore,15-30 Lacs PA (Including Variable: 5.0%),15-30  ,15.0,30.0,22.5,4-9 ,4,9,6.5
python developer,Tata Consultancy Services (TCS),4-9 Yrs,Chennai,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,4-9 ,4,9,6.5
na,Hexaware Technologies,6-11 Yrs,Maharashtra,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,6-11 ,6,11,8.5
na,Protiviti India,2-5 Yrs,Bangalore,4-7 Lacs PA,4-7 ,4.0,7.0,5.5,2-5 ,2,5,3.5
python developer,Evoke HR,5-10 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-10 ,5,10,7.5
python developer,Burgeon It Services,5-10 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-10 ,5,10,7.5
python developer,Adila It Consultancy Services,6-9 Yrs,Bangalore,5-12 Lacs PA,5-12 ,5.0,12.0,8.5,6-9 ,6,9,7.5
na,Macrohire,6-11 Yrs,Bangalore,30-40 Lacs PA,30-40 ,30.0,40.0,35.0,6-11 ,6,11,8.5
na,Cognizant,5-10 Yrs,Hybrid,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,5-10 ,5,10,7.5
na,Ample Softech Systems,0-5 Yrs,Maharashtra,9-15 Lacs PA,9-15 ,9.0,15.0,12.0,0-5 ,0,5,2.5
na,Oxane Partners India Pvt. Ltd.,0-4 Yrs,Gurugram,10-14 Lacs PA,10-14 ,10.0,14.0,12.0,0-4 ,0,4,2.0
na,Qween,8-13 Yrs,hyderabad,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,8-13 ,8,13,10.5
na,Selective Global Search,3-5 Yrs,Bangalore,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,3-5 ,3,5,4.0
na,Selective Global Search,3-5 Yrs,Bangalore,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,3-5 ,3,5,4.0
ML Engineer,Black And White Business Solutions,4-9 Yrs,Bangalore,14-24 Lacs PA,14-24 ,14.0,24.0,19.0,4-9 ,4,9,6.5
ML Engineer,Mavenai Technologies,3-5 Yrs,Chennai,5-12 Lacs PA,5-12 ,5.0,12.0,8.5,3-5 ,3,5,4.0
na,thinkbridge Software,4-6 Yrs,remote,12-18 Lacs PA,12-18 ,12.0,18.0,15.0,4-6 ,4,6,5.0
ML Engineer,Sourcedesk Global,4-9 Yrs,remote,20-35 Lacs PA,20-35 ,20.0,35.0,27.5,4-9 ,4,9,6.5
Lead,Jet2 Travel Technologies,9-13 Yrs,Pune,30-40 Lacs PA,30-40 ,30.0,40.0,35.0,9-13 ,9,13,11.0
Lead,Smart Ship Hub Digital India,8-12 Yrs,Maharashtra,8-12 Lacs PA,8-12 ,8.0,12.0,10.0,8-12 ,8,12,10.0
python developer,Wize Careers Consultants,5-7 Yrs,Uttar pradesh,10-17 Lacs PA,10-17 ,10.0,17.0,13.5,5-7 ,5,7,6.0
Data Analyst,Thinkapps Solutions,6-11 Yrs,hyderabad,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,6-11 ,6,11,8.5
Data Analyst,Smart Pro,4-9 Yrs,Chennai,14-24 Lacs PA,14-24 ,14.0,24.0,19.0,4-9 ,4,9,6.5
python developer,SK It Shoulders,7-12 Yrs,Hybrid,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,7-12 ,7,12,9.5
python developer,S&P Global Market Intelligence,6-10 Yrs,hyderabad,22.5-25 Lacs PA,22.5-25 ,22.5,25.0,23.75,6-10 ,6,10,8.0
Data Analyst,AR Consultancy Services,2-5 Yrs,Uttar pradesh,5-10 Lacs PA,5-10 ,5.0,10.0,7.5,2-5 ,2,5,3.5
Data Analyst,Qween,3-6 Yrs,Maharashtra,16-20 Lacs PA,16-20 ,16.0,20.0,18.0,3-6 ,3,6,4.5
Data Analyst,Quloi,5-10 Yrs,Hybrid,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,5-10 ,5,10,7.5
Data Analyst,Vipsa Talent Solutions,3-5 Yrs,Gurugram,12-15 Lacs PA,12-15 ,12.0,15.0,13.5,3-5 ,3,5,4.0
Data Analyst,Live Connections,7-10 Yrs,hyderabad,14-18 Lacs PA,14-18 ,14.0,18.0,16.0,7-10 ,7,10,8.5
Data Analyst,Boyen Haddin,6-10 Yrs,Pune,13-20 Lacs PA,13-20 ,13.0,20.0,16.5,6-10 ,6,10,8.0
Data Analyst,Avian Hr Consultancy,2-5 Yrs,Gurugram,3-6 Lacs PA,3-6 ,3.0,6.0,4.5,2-5 ,2,5,3.5
Data Analyst,Bhagat Hr Services,3-5 Yrs,Pune,4.5-6 Lacs PA,4.5-6 ,4.5,6.0,5.25,3-5 ,3,5,4.0
Data Analyst,Eppeok Solutions,7-8 Yrs,chandigarh,6-8 Lacs PA,6-8 ,6.0,8.0,7.0,7-8 ,7,8,7.5
Data Analyst,Tentamus India Pvt Ltd,3-5 Yrs,hyderabad,3-6 Lacs PA,3-6 ,3.0,6.0,4.5,3-5 ,3,5,4.0
Data Analyst,Kiash Solution Llp,4-8 Yrs,hyderabad,16-17 Lacs PA,16-17 ,16.0,17.0,16.5,4-8 ,4,8,6.0
Data Analyst,Invicta India,2-4 Yrs,Misc,3-4 Lacs PA,3-4 ,3.0,4.0,3.5,2-4 ,2,4,3.0
Data Analyst,Excel Hr Solutions,1-2 Yrs,Maharashtra,4.25-4.5 Lacs PA,4.25-4.5 ,4.25,4.5,4.375,1-2 ,1,2,1.5
python developer,3minds Esolutions,4-9 Yrs,Bangalore,50000-2.25 Lacs PA,0.5-2.25 ,0.5,2.25,1.375,4-9 ,4,9,6.5
python developer,Coforge,4-9 Yrs,Bangalore,15-30 Lacs PA (Including Variable: 7.5%),15-30  ,15.0,30.0,22.5,4-9 ,4,9,6.5
Data Scientist,Tech Mahindra,15-25 Yrs,hyderabad,25-30 Lacs PA,25-30 ,25.0,30.0,27.5,15-25 ,15,25,20.0
python developer,Coforge,6-11 Yrs,Bangalore,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,6-11 ,6,11,8.5
python developer,Coforge,3-8 Yrs,Bangalore,13-23 Lacs PA (Including Variable: 5.0%),13-23  ,13.0,23.0,18.0,3-8 ,3,8,5.5
python developer,3minds Esolutions,4-9 Yrs,remote,50000-2.25 Lacs PA,0.5-2.25 ,0.5,2.25,1.375,4-9 ,4,9,6.5
na,HCLTech,5-10 Yrs,hyderabad,13-23 Lacs PA,13-23 ,13.0,23.0,18.0,5-10 ,5,10,7.5
na,Tech Mahindra,6-10 Yrs,Pune,15-27.5 Lacs PA,15-27.5 ,15.0,27.5,21.25,6-10 ,6,10,8.0
python developer,Spectrum Consulting - London,2-4 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,2-4 ,2,4,3.0
python developer,Sahara India Pariwar,4-9 Yrs,Uttar pradesh,6-9.5 Lacs PA,6-9.5 ,6.0,9.5,7.75,4-9 ,4,9,6.5
na,HCLTech,9-14 Yrs,Chennai,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,9-14 ,9,14,11.5
python developer,Relevantz Technology Services,5-8 Yrs,Bangalore,10-17 Lacs PA,10-17 ,10.0,17.0,13.5,5-8 ,5,8,6.5
python developer,Nexplace Info,5-8 Yrs,Pune,8-14 Lacs PA,8-14 ,8.0,14.0,11.0,5-8 ,5,8,6.5
python developer,Allegis Group,3-5 Yrs,Hybrid,6-15 Lacs PA,6-15 ,6.0,15.0,10.5,3-5 ,3,5,4.0
manager,Authentic Staffing Agency,3-5 Yrs,Bangalore,15-20 Lacs PA,15-20 ,15.0,20.0,17.5,3-5 ,3,5,4.0
na,Genesis Hr Services,2-4 Yrs,Bangalore,1.5-3.25 Lacs PA,1.5-3.25 ,1.5,3.25,2.375,2-4 ,2,4,3.0
python developer,S&P Global Market Intelligence,3-6 Yrs,hyderabad,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,3-6 ,3,6,4.5
ML Engineer,Gadgeon Smart Systems,3-8 Yrs,Kerala,8-18 Lacs PA,8-18 ,8.0,18.0,13.0,3-8 ,3,8,5.5
data engineer,Peoplelogic Business Solutions,4-9 Yrs,Hybrid,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-9 ,4,9,6.5
ML Engineer,Jotwani Associates,2-5 Yrs,Gurugram,12-16 Lacs PA,12-16 ,12.0,16.0,14.0,2-5 ,2,5,3.5
Data Analyst,Comviva Technology,2-4 Yrs,Gurugram,7.5-11 Lacs PA,7.5-11 ,7.5,11.0,9.25,2-4 ,2,4,3.0
Data Scientist,Infocredit Services,11-14 Yrs,hyderabad,45-55 Lacs PA,45-55 ,45.0,55.0,50.0,11-14 ,11,14,12.5
python developer,Ugam Solutions Sez,5-8 Yrs,Bangalore,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,5-8 ,5,8,6.5
na,Systechcorp Inc,3-5 Yrs,Bangalore,1-3 Lacs PA,1-3 ,1.0,3.0,2.0,3-5 ,3,5,4.0
Data Scientist,Luxoft,5-10 Yrs,Bangalore,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,5-10 ,5,10,7.5
python developer,Sightspectrum,3-8 Yrs,Bangalore,12-20 Lacs PA,12-20 ,12.0,20.0,16.0,3-8 ,3,8,5.5
Data Scientist,UST,10-15 Yrs,Bangalore,25-30 Lacs PA,25-30 ,25.0,30.0,27.5,10-15 ,10,15,12.5
python developer,Spectrum Consulting - London,2-4 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,2-4 ,2,4,3.0
na,Innominds Software,5-9 Yrs,Bangalore,16-20 Lacs PA,16-20 ,16.0,20.0,18.0,5-9 ,5,9,7.0
ML Engineer,Career Tree Hr Solutions,5-10 Yrs,Gurugram,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,5-10 ,5,10,7.5
ML Engineer,Paxcom India,2-5 Yrs,Gurugram,14-22.5 Lacs PA,14-22.5 ,14.0,22.5,18.25,2-5 ,2,5,3.5
ML Engineer,KP Hr And Infra Services,4-6 Yrs,Pune,5-9 Lacs PA,5-9 ,5.0,9.0,7.0,4-6 ,4,6,5.0
ML Engineer,Meera Hr Verticals,4-6 Yrs,Hybrid,10-13 Lacs PA,10-13 ,10.0,13.0,11.5,4-6 ,4,6,5.0
ML Engineer,The Fastest Media Company,2-7 Yrs,Gujrat,3-6 Lacs PA,3-6 ,3.0,6.0,4.5,2-7 ,2,7,4.5
python developer,Post A Resume,15-20 Yrs,Gujrat,18-30 Lacs PA,18-30 ,18.0,30.0,24.0,15-20 ,15,20,17.5
na,EXL,4-8 Yrs,Bangalore,10-18 Lacs PA,10-18 ,10.0,18.0,14.0,4-8 ,4,8,6.0
python developer,D4 Insight,5-10 Yrs,Bangalore,14-24 Lacs PA,14-24 ,14.0,24.0,19.0,5-10 ,5,10,7.5
python developer,Krazy Mantra,6-10 Yrs,Bangalore,12-19 Lacs PA,12-19 ,12.0,19.0,15.5,6-10 ,6,10,8.0
na,Krazy Mantra,4-6 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,4-6 ,4,6,5.0
na,GUS EDUCATION INDIA,5-9 Yrs,hyderabad,15-19 Lacs PA,15-19 ,15.0,19.0,17.0,5-9 ,5,9,7.0
Data Scientist,Course5 Intelligence,15-24 Yrs,Bangalore,35-80 Lacs PA,35-80 ,35.0,80.0,57.5,15-24 ,15,24,19.5
na,Clairvoyant India,3-8 Yrs,Bangalore,50000-3 Lacs PA,0.5-3 ,0.5,3.0,1.75,3-8 ,3,8,5.5
na,KPI Partners,6-10 Yrs,Bangalore,15 Lacs PA,15 ,15.0,15.0,15.0,6-10 ,6,10,8.0
python developer,Krazy Mantra,5-10 Yrs,Bangalore,12-22 Lacs PA,12-22 ,12.0,22.0,17.0,5-10 ,5,10,7.5
python developer,Astreon Technologies,4-9 Yrs,Bangalore,8-14 Lacs PA,8-14 ,8.0,14.0,11.0,4-9 ,4,9,6.5
python developer,Allgovision Technologies,3-6 Yrs,Bangalore,6-16 Lacs PA,6-16 ,6.0,16.0,11.0,3-6 ,3,6,4.5
na,Krazy Mantra,4-6 Yrs,Bangalore,8-16 Lacs PA,8-16 ,8.0,16.0,12.0,4-6 ,4,6,5.0
na,Krazy Mantra,4-6 Yrs,Bangalore,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,4-6 ,4,6,5.0
na,Bhumi iTech Pvt Ltd,2-5 Yrs,Gurugram,5-10 Lacs PA,5-10 ,5.0,10.0,7.5,2-5 ,2,5,3.5
na,CIEL HR,3-5 Yrs,Bangalore,3.75-6.5 Lacs PA,3.75-6.5 ,3.75,6.5,5.125,3-5 ,3,5,4.0
python developer,Cirruslabs,4-9 Yrs,Bangalore,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-9 ,4,9,6.5
na,Buzzworks Business Services,6-8 Yrs,Bangalore,11-21 Lacs PA,11-21 ,11.0,21.0,16.0,6-8 ,6,8,7.0
na,KPI Partners,6-11 Yrs,Bangalore,15-27.5 Lacs PA,15-27.5 ,15.0,27.5,21.25,6-11 ,6,11,8.5
na,Fragma Data Systems,4-9 Yrs,remote,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,4-9 ,4,9,6.5
python developer,Future Focus Infotech,5-10 Yrs,Bangalore,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,5-10 ,5,10,7.5
Data Scientist,Codeforce 360,9-12 Yrs,hyderabad,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,9-12 ,9,12,10.5
na,Inchcape Shipping Services,5-8 Yrs,remote,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,5-8 ,5,8,6.5
na,CIEL HR,4-8 Yrs,Hybrid,12-20 Lacs PA,12-20 ,12.0,20.0,16.0,4-8 ,4,8,6.0
na,Innovior Pty. Ltd.,3-8 Yrs,hyderabad,9-19 Lacs PA,9-19 ,9.0,19.0,14.0,3-8 ,3,8,5.5
na,Excelra,10-15 Yrs,hyderabad,40-45 Lacs PA,40-45 ,40.0,45.0,42.5,10-15 ,10,15,12.5
Lead,Straategic Hrd Consultancy Service,5-10 Yrs,hyderabad,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,5-10 ,5,10,7.5
python developer,Pegasus Knowledge Solutions India,5-10 Yrs,Bangalore,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,5-10 ,5,10,7.5
python developer,Jobstv India,5-10 Yrs,Bangalore,19-22.5 Lacs PA,19-22.5 ,19.0,22.5,20.75,5-10 ,5,10,7.5
python developer,Inumellas Consultancy Services,6-11 Yrs,Bangalore,18-27.5 Lacs PA,18-27.5 ,18.0,27.5,22.75,6-11 ,6,11,8.5
python developer,1Point1,5-8 Yrs,Maharashtra,10-15 Lacs PA,10-15 ,10.0,15.0,12.5,5-8 ,5,8,6.5
python developer,Tekeinstein,3-7 Yrs,remote,3-8 Lacs PA,3-8 ,3.0,8.0,5.5,3-7 ,3,7,5.0
na,Human Asset,3-7 Yrs,Maharashtra,5.5-15 Lacs PA,5.5-15 ,5.5,15.0,10.25,3-7 ,3,7,5.0
python developer,Wize Careers Consultants,6-8 Yrs,Maharashtra,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,6-8 ,6,8,7.0
python developer,Clairvoyant India,4-7 Yrs,remote,20-25 Lacs PA,20-25 ,20.0,25.0,22.5,4-7 ,4,7,5.5
python developer,Shorthills Tech,2-4 Yrs,Gurugram,20-25 Lacs PA,20-25 ,20.0,25.0,22.5,2-4 ,2,4,3.0
na,Reliable Autotech,1-4 Yrs,Maharashtra,3-4.5 Lacs PA,3-4.5 ,3.0,4.5,3.75,1-4 ,1,4,2.5
na,Reliable Autotech,1-4 Yrs,Maharashtra,3-4.5 Lacs PA,3-4.5 ,3.0,4.5,3.75,1-4 ,1,4,2.5
na,Nxtwave Disruptive Technologies,1-2 Yrs,hyderabad,3-4 Lacs PA,3-4 ,3.0,4.0,3.5,1-2 ,1,2,1.5
python developer,ABL Education,2-4 Yrs,Uttar pradesh,3-6 Lacs PA,3-6 ,3.0,6.0,4.5,2-4 ,2,4,3.0
Data Scientist,Lemon Tree Staffing,9-14 Yrs,Gurugram,50-60 Lacs PA,50-60 ,50.0,60.0,55.0,9-14 ,9,14,11.5
python developer,Evoke HR,3-8 Yrs,Gurugram,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,3-8 ,3,8,5.5
python developer,Adastra Corp,3-6 Yrs,remote,8-15 Lacs PA,8-15 ,8.0,15.0,11.5,3-6 ,3,6,4.5
python developer,Gi Group,4-9 Yrs,Gurugram,6-16 Lacs PA,6-16 ,6.0,16.0,11.0,4-9 ,4,9,6.5
python developer,Indium Software,4-9 Yrs,remote,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,4-9 ,4,9,6.5
python developer,NR Consulting,8-12 Yrs,remote,15-30 Lacs PA,15-30 ,15.0,30.0,22.5,8-12 ,8,12,10.0
na,NareshIT,5-10 Yrs,hyderabad,5-15 Lacs PA,5-15 ,5.0,15.0,10.0,5-10 ,5,10,7.5
Data Scientist,Prativa Devi Paul,5-10 Yrs,Kolkata,5-14 Lacs PA,5-14 ,5.0,14.0,9.5,5-10 ,5,10,7.5
python developer,Insife India,3-6 Yrs,Uttar pradesh,8-15 Lacs PA,8-15 ,8.0,15.0,11.5,3-6 ,3,6,4.5
python developer,Kizora Software,3-6 Yrs,Maharashtra,8-10 Lacs PA,8-10 ,8.0,10.0,9.0,3-6 ,3,6,4.5
python developer,Cyret Technologies,5-7 Yrs,Misc,12-14 Lacs PA,12-14 ,12.0,14.0,13.0,5-7 ,5,7,6.0
python developer,EXL,4-9 Yrs,Gurugram,17-32 Lacs PA,17-32 ,17.0,32.0,24.5,4-9 ,4,9,6.5
python developer,Self Tech Solutions,2-7 Yrs,Misc,4-9 Lacs PA,4-9 ,4.0,9.0,6.5,2-7 ,2,7,4.5
na,Krazy Mantra,3-8 Yrs,Chennai,15-25 Lacs PA,15-25 ,15.0,25.0,20.0,3-8 ,3,8,5.5
python developer,Manek Consulting,2-4 Yrs,Maharashtra,10-20 Lacs PA,10-20 ,10.0,20.0,15.0,2-4 ,2,4,3.0
python developer,Avi Networks,3-7 Yrs,chandigarh,70000-1.5 Lacs PA,0.7-1.5 ,0.7,1.5,1.1,3-7 ,3,7,5.0
manager,Kellton,7-12 Yrs,Gurugram,10-17 Lacs PA,10-17 ,10.0,17.0,13.5,7-12 ,7,12,9.5
na,Premium,2-7 Yrs,Maharashtra,13-23 Lacs PA,13-23 ,13.0,23.0,18.0,2-7 ,2,7,4.5
python developer,Boolean Digital Studio Llp,3-5 Yrs,Uttar pradesh,40 Lacs PA,40 ,40.0,40.0,40.0,3-5 ,3,5,4.0
manager,Kellton,7-12 Yrs,Gurugram,10-17 Lacs PA,10-17 ,10.0,17.0,13.5,7-12 ,7,12,9.5
python developer,e Zest,5-9 Yrs,Pune,5.5-15.5 Lacs PA,5.5-15.5 ,5.5,15.5,10.5,5-9 ,5,9,7.0
